ResourceID,Context Amount of debris (cm3),Context Bibliography,Context Chronology,Context Collection,Context Collections for the lifting machine,Context Compiler,Context Coordinates,Context Current status,Context Description,Context Era,Context Name,Context Presence of unfinished materials,Context Quality of the marble used/extracted,Context Quantity of extracted material (cm3),Context Square meters,Context Streets of contention,Context Surface,Context Traces of extraction tools,Context Typology,Identifier Content,Identifier Type
17abe535-d501-912e-f688-0fe5a1988f0a,molti,"Moens et alii 1992; Lazzarini et alii 2002; Gorgoni et alii 2002; Attanasio, Brilli, Ogle 2006; Long 2012; Brilli et alii 2015.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e21fc8c7-7327-4974-b85d-8f88bab0439b"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""32aa11c1-9ac1-4b67-a6c6-e260bbf9eea1"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((28.7399089894159 37.7241130378913, 28.7398485521114 37.7238298140852, 28.7396544844495 37.723799359608)))",In abbandono,"Si tratta probabilmente del fronte di cava più esteso dell'intero complesso estrattivo noto come ""City Quarries"", testimoniato anche dagli alti cumuli di detriti posti nel perimetro del complesso stesso.",Non id.,Cava di marmo di Afrodisia APH2,False,"Marmo bianco, striato",,,False,,False,Cava di versante,Marmora,Internal Identifier
1a0f1289-ebb0-b720-77f2-c65c05649803,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""04a11ae5-20c5-47a9-ab59-6a45b78da45d"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""98b61eaa-3528-44d5-934e-8fc38bf60a27"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1350216403488 37.9561677932685, 29.1350092025674 37.9562448180427, 29.1349377276757 37.9562421584129, 29.1349460505676 37.9561649804991)))",In abbandono,"Si tratta di una cava medio-piccola, lunga 12 m, larga 6 e alta fino a 2,50 m, ubicata nell'area estrattiva più meridionale del Marmar Tepe. L'accesso avveniva da sud, dove sono presenti cumuli di detriti e abbondante materiale di scarto.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 75,False,Marmo bianco,,72,False,reale,False,Cava sommitale,Marmora,Internal Identifier
1af6077c-876b-7f7f-de18-40ce670d032a,molti,"Brilli et alii 2015; Koralay, Kılınçarslan 2015 (cava D); Brilli et alii 2016; Scardozzi 2016b.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e23ae7d4-9d0a-4ccb-976c-7aba820ab6b9"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5d3e1863-b345-4943-8fa0-a9ecd23fc0c4"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.0266275161486 37.709851771469, 29.0272806091729 37.7090941541527, 29.0263483853887 37.7084541821305)))",In uso,"Cava antica in gran parte distrutta dalla ripresa delle attività estrattive, situata lungo il versante sinistro della valle del corso d'acqua stagionale Domuzderesi. Si conserva solo una piccola porzione di un fronte antico, caratterizzata dalla presenza di evidenti segni lasciati dai picconi, mentre altri frammenti si trovano ai piedi della cava tra i moderni detriti di estrazione.",Ellenistica/Imperiale,Cava di marmo di Denizli D3,True,Marmo bianco (varietà Denizli-1),,,True,,True,Cava di versante,Marmora,Internal Identifier
1eb663f0-77f3-9475-318e-1e916922569f,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ddf6a186-b56a-4fa0-bfa6-771283ce0639"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bca40c58-8d99-4df8-b4f6-337ea6289daf"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1357849961546 37.9557390462457, 29.1355664051961 37.9557208008019, 29.1355725136907 37.9557986879546, 29.1356609183386 37.9558081183132, 29.1356770973791 37.955833257312, 29.1356986043492 37.9558566896287, 29.1357384442503 37.9558783479549)))",In abbandono,"La cava è situata nell'area meridionale della sommità del Marmar Tepe; essa è larga 14 m, lunga 30 e alta fino a 3 m. La superficie occupata dalla cava è interamente invasa da detriti di estrazione.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 39,False,Marmo bianco e striato,,420,False,reale,True,Cava sommitale,Marmora,Internal Identifier
1fa7d511-9fb2-9096-dce3-da00ea3772c0,pochi,"Scardozzi 2010, p. 359; Scardozzi 2012b, p. 577.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e71b2431-dd59-4914-a289-478bab0e125a"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""40793588-c1e7-4f4d-8095-b99f2f2504d0"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1226626577131 37.9466193648043, 29.1227123967541 37.9466159208548, 29.1227229671403 37.9465921776011, 29.1227172676182 37.9465617259213, 29.1226816423125 37.9465528206261, 29.1226236882377 37.9465780556383, 29.1225948016095 37.9465798500981, 29.1225735325741 37.9466228830253, 29.1226207377169 37.9466710456524, 29.1226611241115 37.9466219386965, 29.1226626577131 37.9466193648043))))",In abbandono,"Cava di alabastro lungo la faglia di Karahayıt. Settore di cava di breccia rossastra e, più a S, di travertino. Il fronte di breccia è una parete lunga m 12,20 e alta 4 m. Sono lungo un sentiero che sale verso il Marmar Tepe e che, almeno nel tratto inferiore, può aver costituito una strada di lizza; sono evidenti i segni prodotti dall'estrazione con l'utilizzo dei picconi (anche se in certi punti la parete sembra tagliata solo per consentire il passaggio della strada, larga ca. 3 m ).",Non id.,Cava di alabastro di Hierapolis n. 11 (O3),False,,,90.6,True,ricostruita,True,Cava di versante,Marmora,Internal Identifier
220a89f8-39b7-361a-19f5-77a16810312a,,"Atlante 2008, 120, 122; Atlante 2015, 170, 173; Ismaelli, Scardozzi 2016c.",seconda metà del V sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9b6d73df-e405-4f4e-8320-bc434f6a0a31"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ea05e57e-50c7-4def-b398-e33c378d598b"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1262181703716 37.9253035942148, 29.1265955786382 37.9248224486922, 29.126926237244 37.9250026705621, 29.1265608361473 37.9254904347551, 29.1262181703716 37.9253035942148))))",Non scavato,"La chiesa, forse da riferire al VI sec. d.C. e posta presso il lato occidentale della plateia, che invade parzialmente, al centro della città, presenta una pianta rettangolare di m 35 x 56, preceduta in facciata, a nord-ovest, da un portico a pilastri profondo 7 m. L'interno è a tre navate, divise da pilastri di quattro diverse dimensioni che creano nello spazio centrale quattro campate; in corrispondenza del presbiterio la mancanza del pilastro minore unifica le tre navate con una struttura definibile a pseudo transetto. Lungo i muri perimetrali, ai pilastri maggiori corrispondono lesene sporgenti e ai pilastri minori colonne. Le coperture della navata maggiore erano costituite da volte a vela, mentre quelle delle navate laterali potevano essere a crociera. L'abside semicircolare è inscritta in una struttura rettilinea che ingloba due vani laterali con differenti planimetrie, la prothesis e il diakonikon, con funzioni di sagrestia.
La chiesa si inserisce in un tessuto urbano preesistente e ciò determina alcune irregolarità della planimetria, in particolare presso l'angolo sud-est, dove l'edificio ingloba il piedritto occidentale (m 4 x 6,5) di un grande arco costruito a cavallo della plateia e oggi in crollo. Le murature di questa struttura, il cui piedritto orientale sembra prolungarsi verso nord-est, sono realizzate con materiali di riutilizzo, anche in marmo, databili a epoca romano-imperiale; la sua cronologia potrebbe quindi essere riferita agli inizi dell'epoca proto-bizantina, successivamente al terremoto della metà del IV sec. d.C., mentre risulta ancora incerta la sua funzione.
La parete ovest della chiesa affianca inoltre un'altra struttura preesistente, costituita da una muratura lunga almeno 18,5 m e larga 1,20 m, che comprende una successione di archi in travertino.",Proto-bizantina,Chiesa a Pilastri,False,Marmar Tepe,,1960,False,reale,False,Chiesa,Marmora,Internal Identifier
229ad9f9-7336-3167-65ff-f782b54d6778,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5f4f0233-ccc1-41d4-9fe9-a5fac4c45b42"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ded80129-4eb6-4512-90c7-c35e502f4ccb"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1365014600925 37.9597951174047, 29.1364091259932 37.9598749625469, 29.1363733838843 37.9598303431412, 29.1364001905729 37.9597974657366, 29.1363912550851 37.9597669366969, 29.1364448683798 37.9597364076804)))",In abbandono,"La cava si trova nell'area nord-orientale della sommità del Marmar Tepe, in posizione isolata rispetto agli altri settori estrattivi. Si tratta di un incasso lungo 19 m, largo 10 e alto fino a 3 m. Numerosi detriti sono accumulati all'interno della cava e al di fuori dell'accesso, posto a sud.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 70 ,False,Marmo bianco,,190,False,reale,False,Cava sommitale,Marmora,Internal Identifier
242f7910-2f2c-ae29-d5e7-ca8032d4b348,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0783acae-6859-4751-b48d-9e016dd93994"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aacc9127-1978-45b0-8def-a099c656651a"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1360986580969 37.958863696658, 29.1360031596535 37.9589648759094, 29.136055385607 37.9590013473996, 29.1361493918855 37.9589048741085)))",In abbandono,"La cava, di forma stretta e lunga, è ubicata sulla sommità del Marmar Tepe; misura 23 m di lunghezza, 4 di larghezza e presenta pareti alte fino a 1,40 m. L'estrazione del marmo avveniva mediante gradoni.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 67,False,Marmo bianco,,92,False,reale,False,Cava sommitale,Marmora,Internal Identifier
24cd7ec6-fd4d-2efa-e911-0123a7bd4cfe,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43d1fb0d-e167-4cee-a6cd-9d91f3453821"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a6da4c94-40ca-4cb3-bd1b-27ce50877dff"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1357927644164 37.9587166341114, 29.1357390464451 37.9587836946478, 29.1357972407839 37.9588201662651, 29.1358449900629 37.958771929723, 29.1358822941403 37.9587907537611, 29.135904676593 37.958762517719)))",In abbandono,"Sulla sommità del Marmar Tepe è presente una cava aperta, come la maggior parte delle cave di questo settore estrattivo, a sud-est. L'incasso misura 11 m di lunghezza, 14 di larghezza e 3,50 di altezza. Molti detriti sono accumulati   all'interno della cava e verso valle. Su diversi punti delle pareti si riscontra la presenza di segni lasciati dal piccone.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 66,False,Marmo bianco,,154,False,reale,True,Cava sommitale,Marmora,Internal Identifier
2902ba08-c82f-3995-74e9-563300d92844,molti,"Scardozzi 2010, 358; Scardozzi 2012b, 575; Ditaranto 2016.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f5275403-63b3-40aa-a522-c72b09536a7f"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8e5a385f-aabf-4a21-b7d6-ad9fd750f211"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1262645901435 37.9476181381083, 29.126264311554 37.9476084755009, 29.1261318987526 37.9476737090763, 29.1262054179843 37.9478947357547, 29.1263329837213 37.9478730941272, 29.1262645901435 37.9476181381083))))",Danneggiato,"Cava di marmo in località Yokuşyol, interessata dalla ripresa in anni recenti dell'attività estrattiva che ha in parte danneggiato il fronte antico; tuttavia, una grande quantità di detriti si trova a valle verso una strada campestre che scende in direzione sud-ovest e che costituiva la strada di lizza, favorendone il rapido trasporto nella pianura sottostante, posta subito a nord della Necropoli Nord di Hierapolis, dove il percorso si collegava alla viabilità principale.",Non id.,Cava di marmo di Hierapolis-Gök Dere M3,False,Marmo bianco,,20,True,ricostruita,False,Cava di versante,Marmora,Internal Identifier
2b45d6a7-78fd-d88b-ee52-4a82b5b6d5fc,,"Bozza 2016a; Bozza 2016b; D'Andria, Ismaelli, Panarelli.",seconda metà del I sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""178630e9-5848-4de8-8e1e-b21db33e0a54"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""13fb3c4b-9937-4733-adda-98bade452aa5"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1269079869886 37.9259331627903, 29.127157588233 37.926027789698, 29.1271205033131 37.9261036907806, 29.127225941621 37.9261419591418, 29.1271730097939 37.9262440950222, 29.1271169031507 37.9262251483246, 29.1270828046795 37.9262901743708, 29.1271314476569 37.9263090058386, 29.1270657496962 37.9264116111913, 29.1269618656785 37.9263765632883, 29.1269446828099 37.9264127175806, 29.1271070156834 37.9264692794061, 29.1270949220099 37.926510545166, 29.1266738761275 37.9263598438657, 29.1269079869886 37.9259331627903))))",Interamente scavato,"Durante le campagne 2013-2014, all'interno del Ploutonion è stata rinvenuta una cospicua serie di materiali architettonici riferibili ad un portico di ordine ionico. Questi materiali sono stati rinvenuti tutti in giacitura secondaria, a seguito della demolizione subita in età bizantina. La maggior parte dei blocchi, infatti, fu scaricata insieme a grandi quantità di terra davanti alla facciata del santuario, allo scopo di obliterare la grotta sacra.
Dell'elevato si riconoscono basi attiche di colonna e di pilastro (alte in media 25 cm), fusti lisci frammentari di colonna, capitelli ionici di colonna e di pilastro alti in media 17,5 cm, con echino a tre ovuli e due semi-ovuli ai lati, alternati a lancette; sulla faccia laterale il balaustrino presenta combinazioni sempre diverse di foglie d'acanto e foglie d'acqua, disposte orizzontalmente o verticalmente. I blocchi di fregio-architrave, alti 51,5 cm, si articolano sulla faccia frontale, dal basso, in: architrave a tre fasce progressivamente aggettanti, tondino, ovolo, cavetto, listello verticale, fregio liscio terminante a cavetto, tondino, ovolo. Le cornici, invece, alte 29,5 cm, sulla fronte presentano un fregio a dentelli, una kyma reversa diritta liscia, soffitto liscio, geison con profilo verticale, un listello liscio obliquo, sima a kyma recta diritta con gocciolatoi a protome leonina, coronata da un listello verticale.
Grazie allo studio dei materiali architettonici è possibile ricostruire per l'elevato un'altezza di 5,31 m (a cui si aggiungeva l'altezza dello stilobate, non conservato), con interasse medio di 2,14 m circa, ed uno sviluppo planimetrico complesso, come dimostrato dai numerosi blocchi angolari della trabeazione, riferibili sia ad angoli esterni che interni. Inoltre alcuni dei fregi-architrave conservano parzialmente un'iscrizione incisa sul fregio, con la dedica all'imperatore Nerone, che ha permesso di datare con certezza la costruzione dell'edificio.
Una seconda epigrafe, incisa su una delle colonne del portico, testimonia anche un intervento di restauro che interessò il monumento nella media età imperiale. Le tracce di questo rifacimento si rilevano diffusamente sui blocchi architettonici: doppie serie di incavi per perno nei rocchi di colonna, serie multiple di marchi di cantiere, incassi per tasselli di restauro, alcuni capitelli decorati secondo un linguaggio formale più tardo.
Quanto all'ubicazione del monumento, la presenza dei numerosi snodi angolari e lo studio dell'andamento dell'epigrafe sulla trabeazione hanno permesso di ricostruire la sua originaria posizione all'interno del santuario: il portico si disponeva a coronamento del theatron del Ploutonion, come confermano le fondazioni parzialmente conservate in posto. Queste strutture, infatti, si dispongono a Π alla sommità del theatron, formando un ambulacro che sfruttava il temenos del santuario come muro di fondo ed era dotato di una copertura a singolo spiovente. Il portico, inoltre, presentava anche un avancorpo centrale, posto in corrispondenza del sottostante arco di accesso alla grotta sacra; proprio su questa edicola si disponeva la dedica all'imperatore Nerone, mentre al suo interno si ipotizza la collocazione della statua di culto di Hades, i cui frammenti sono stati rinvenuti nella stessa area nei livelli di obliterazione del santuario.
La stoà è interpretabile, dunque, come una sorta di porticus in summa cavea, mentre l'edicola centrale rappresenta il naos del santuario. In questa disposizione si può riconoscere la rilettura originale di un modello architettonico il cui caso esemplare è senza dubbio il santuario della Fortuna Primigenia a Praeneste, ma che si ritrova anche in Asia Minore, come ad esempio nel santuario di Pessinunte. La forma peculiare del naos a edicola permetteva la vista delle statue di culto e ne esaltava l'imponente presenza al di sopra del theatron, e allo stesso tempo consentiva alle divinità di ""assistere"" al rituale che si svolgeva presso la grotta sacra sottostante. In particolare questo aspetto ricorda anche i naoi non inseriti in un temenos ma posti a coronare la cavea degli edifici da spettacolo, noti sia in ambito italico sia in Asia, come nel teatro di Pompeo a Roma o nel teatro di Patara.",Giulio-claudia,Ploutonion - Portico,False,"Marmar Tepe, Thiounta",,416,False,reale,False,Portico,Marmora,Internal Identifier
2ce65d00-e445-350d-06a6-1769ac2cf49c,,"Scardozzi 2008b, 6; Scardozzi 2010, 363; Scardozzi 2012b, 581.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""440ea3b4-306c-4b7f-9a7c-932495493ad7"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b8b73d1b-15aa-4c7d-b1b4-05185e699c24"", ""inverseOntologyProperty"": """"}]",,In uso,"Località Karakaya: probabile fissure ridge Sembrerebbe un fessure ridge non cavato ma aperto da un terremoto; c'è pochissimo alabastro, per lo più visibile grazie ai tagli e fronti moderni, e non si notano segni di piccone. Comunque il tratto del fissure è stato molto distrutto dalla moderna cava di travertino e resta il dubbio che possano essere saltati anche fronti antichi. Infatti la parte NO di Yarikkaya è stata in gran parte distrutta a seguito della ripresa dell'attività estrattiva, ma è possibile recuperare un quadro delle trincee e dei fissure ridge che erano presenti grazie ad un'immagine satellitare del Febbraio 1968 che mostra l'area ancora perfettamente conservata.",Non id.,Cava di alabastro di Hierapolis n. 12,False,,,,True,,False,Cava in trincea,Marmora,Internal Identifier
2d1c8d3c-af9b-6d8e-d37b-c95b9bd7dac2,molti,"Scardozzi 2010, 361; Scardozzi 2012b, 579-580; un cenno a questa cava è in Hierapolis 1957-1987, 84-87, e in Bruno 2002a, 20; Hancock et alii 2000, fig. 3.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""690f48c2-c330-42ad-81d2-cd488198c034"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e29a24e3-09ee-4499-8ed8-4231976da88a"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1233900406039 37.9454186174051, 29.1233675108425 37.9455311410016, 29.123131061955 37.9458120293435, 29.122954465245 37.9462655012393), (29.1229394454459 37.9464254013389, 29.1231347033477 37.9463010346586, 29.1232022926214 37.9463780235807, 29.1230896438319 37.9464372457737)))",Danneggiato,"Cava di alabastro a NE dell'estremità settentrionale della Necropoli Nord, lungo la faglia di Karahayıt.
Misure trincea:alt. 10 m; lungh: ca. 40 m; largh: 1,6-3,25 m.
L'aspetto di questo tipo di alabastro in particolare (colorazione più intensa e zonatura a fasce ondulate più marcata rispetto all'alabastro cavato a NO della città) lo rende simile all'onice e ricorda da vicino il materiale utilizzato per le colonne del secondo ordine del peristilio della cosidetta Casa dei Capitelli Ionici e nei pavimenti in opus sectile della stessa abitazione. Recente tentativo di ripresa dell'attività estrattiva nella parte settentrionale.
Estratto anche travertino (bedded).
A S la trincea si allunga con un fronte di 40 m ed è caratterizzato dalla presenza di un incasso di escavazione. Misura dei blocchi estratti in questo settore: 1x0,70 m. Verso N il fronte si allunga pera 60 m ca.
Presenza di numerosi detriti a valle.
Altra trincea 2b: trincea larga m 14 nella parte N e 9,5 in quella S; lunghezza di m 26; pareti alte 2-3 m, segni di piccone prevalente estrazione di travertino.",Non id.,Cava di alabastro di Hierapolis n. 09 (O1),False,,,402,False,ricostruita,True,Cava in trincea,Marmora,Internal Identifier
30c06ced-4049-2136-2fb0-507b0ad86a7e,pochi,,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d7b0d32-7b48-42cb-b3d1-a086ec984b4f"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bf8b59cc-52aa-4a2d-b1cd-c2ac543cf034"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.117614999627 37.949761528349, 29.1176118051914 37.9497615858688, 29.1175902448303 37.9499011701402, 29.1176707596459 37.9499224978926, 29.1177085099679 37.9497902145881, 29.117614999627 37.949761528349))))",In abbandono,"Fronte di cava di breccia policroma a matrice rossastra, in parte occupata dal rimboschimento ostacolato a sua volta dal materiale in disfacimento e dal detrito scivolato dalla cava stessa. Larghezza della cava: 15 m; profondità: 10 m.
In prossimità dell'estremità settentrionale della cava è presente un pilastro lungo 3,80 m, largo 90 cm e alto 90 cm.",Non id.,Cava di breccia policroma n. 80,False,,,150,False,ricostruita,False,Cava di versante,Marmora,Internal Identifier
